wgt_fx,wgt_fx_theta,ml_theta1,ml_theta2,ml_theta3,ml_theta4,alg,0,1,2,3,4
1,"0.16,0.2799999999999999",250,2,2,0,0,1.2460393741050007,0.8442226231861756,1.2740200814914793,0.747493840754756,1.3726216712008183
1,"0.16,0.2799999999999999",250,2,2,1,0,1.2560910586822849,0.8337575940168918,1.2693892238564592,0.7504614918084462,1.354590528630215
1,"0.16,0.2799999999999999",250,2,4,0,0,1.2249387610724287,0.818815992903921,1.290478840639414,0.7629736605644378,1.357091317109577
1,"0.16,0.2799999999999999",250,2,4,1,0,1.233562305298266,0.8266342641355231,1.2755014102243092,0.7640614742106396,1.3527636041710391
1,"0.16,0.2799999999999999",250,2,6,0,0,1.249137398409576,0.819800885576055,1.2898441273385075,0.7574583337486164,1.3397283514697764
1,"0.16,0.2799999999999999",250,2,6,1,0,1.2377672760093765,0.8167487228003492,1.3045354496475314,0.7529196458790578,1.335274429395633
1,"0.16,0.2799999999999999",250,2,8,0,0,1.2476871476536404,0.8087886516151546,1.2680795746884794,0.7486644380861672,1.3183065654720711
1,"0.16,0.2799999999999999",250,2,8,1,0,1.2474287729492786,0.8044332614711452,1.2842029213755861,0.7498536752435562,1.3246605425167879
1,"0.16,0.2799999999999999",300,0,2,0,0,1.2248774991394922,0.8393702724362416,1.2485272577980997,0.7700175336858041,1.315682178181598
1,"0.16,0.2799999999999999",300,0,2,1,0,1.2246764478466465,0.8475430465792347,1.2648567611953507,0.7731026827803198,1.3037818461508133
1,"0.16,0.2799999999999999",300,0,4,0,0,1.2115740768421186,0.8337966346133271,1.3001114420123916,0.7805178120481122,1.2889086596427153
1,"0.16,0.2799999999999999",300,0,4,1,0,1.2043937035158163,0.8225953632382502,1.288416432637253,0.7755287653752719,1.2874290230169114
1,"0.16,0.2799999999999999",300,0,6,0,0,1.2134092650332091,0.8087630496825957,1.2939694105787152,0.7761350483172627,1.2738886555580624
1,"0.16,0.2799999999999999",300,0,6,1,0,1.216358170925794,0.8167671312767172,1.3028378239830392,0.7760313435927172,1.2866448932384682
1,"0.16,0.2799999999999999",300,0,8,0,0,1.2181969132079098,0.8065762157140391,1.2697736182104091,0.7660535009494183,1.283785696815749
1,"0.16,0.2799999999999999",300,0,8,1,0,1.2012342708834316,0.7993711842782054,1.2696022477550346,0.7683483819246634,1.276539719026806
1,"0.16,0.2799999999999999",300,1,2,0,0,1.2517354837765007,0.8414012634992657,1.2852987271921659,0.7609595592999661,1.346423077949837
1,"0.16,0.2799999999999999",300,1,2,1,0,1.252595713225219,0.8461649961774912,1.2612593277992679,0.7635303136862593,1.3478640532524513
1,"0.16,0.2799999999999999",300,1,4,0,0,1.2211428157271542,0.827633569720845,1.3102455169861262,0.7724727163043013,1.3279058521892597
1,"0.16,0.2799999999999999",300,1,4,1,0,1.229711350224296,0.8267889795147989,1.2858950515819831,0.7603870418726452,1.3309126114359864
1,"0.16,0.2799999999999999",300,1,6,0,0,1.2305605244159088,0.8199407983472407,1.295611777170237,0.7577602185803334,1.3238106250133133
1,"0.16,0.2799999999999999",300,1,6,1,0,1.230218955434588,0.8015576346033182,1.2972576966734024,0.7651359529964058,1.3132837261707109
1,"0.16,0.2799999999999999",300,1,8,0,0,1.2270152044383233,0.7939115137619682,1.288758333868169,0.7629742877380927,1.3193704010534792
1,"0.16,0.2799999999999999",300,1,8,1,0,1.2280218607103743,0.792441813975714,1.2932088214742616,0.7500956275467965,1.3171000764459588
1,"0.16,0.2799999999999999",300,2,2,0,0,1.2378823503932292,0.8521785981219199,1.2736961140571945,0.7521253094816598,1.362493953149139
1,"0.16,0.2799999999999999",300,2,2,1,0,1.243730573390278,0.858276774560175,1.2745705307231165,0.7539679731240266,1.3685098387996664
1,"0.16,0.2799999999999999",300,2,4,0,0,1.2296313288714362,0.8253242764887134,1.2913534566341758,0.7573188281759756,1.3409267920104542
1,"0.16,0.2799999999999999",300,2,4,1,0,1.2199114400747575,0.8276804924802245,1.2958854833507634,0.7575610534917198,1.3502972601948495
1,"0.16,0.2799999999999999",300,2,6,0,0,1.233106026539018,0.807720297177842,1.2853462857393523,0.7518420221739158,1.3309300830951534
1,"0.16,0.2799999999999999",300,2,6,1,0,1.2306126709387761,0.8214328957852971,1.2814810448756506,0.7603623501680523,1.3327274031967418
1,"0.16,0.2799999999999999",300,2,8,0,0,1.2447673906658865,0.8062179491950305,1.2762012604360362,0.7485684550799924,1.3266663846530757
1,"0.16,0.2799999999999999",300,2,8,1,0,1.2353514302554305,0.793956549685481,1.2785577335134737,0.7487777408862583,1.318337104972495
1,"0.16,0.2799999999999999",350,0,2,0,0,1.225953643187162,0.8463219516690752,1.2814308810886772,0.7804501983230406,1.313142215115074
1,"0.16,0.2799999999999999",350,0,2,1,0,1.232554555383554,0.8473001559201783,1.271308693095243,0.7784458222683448,1.3063172542747021
1,"0.16,0.2799999999999999",350,0,4,0,0,1.2117005517923516,0.8344976133633292,1.2986849761873256,0.7806479067135443,1.2980819297945476
1,"0.16,0.2799999999999999",350,0,4,1,0,1.2107437641901897,0.8329326504407645,1.2882719142866408,0.7732118741976609,1.2982569933465147
1,"0.16,0.2799999999999999",350,0,6,0,0,1.2083625105391804,0.810821958889358,1.2774654433280586,0.7750699222194848,1.2801008339109157
1,"0.16,0.2799999999999999",350,0,6,1,0,1.2217882141238319,0.8129816725197724,1.2957619139497343,0.7759567381398705,1.2847018031897424
1,"0.16,0.2799999999999999",350,0,8,0,0,1.1995778612975203,0.7935238743045258,1.2853427084094606,0.769207241006654,1.283017138352778
