wgt_fx,wgt_fx_theta,ml_theta1,ml_theta2,alg,0,1,2,3,4
0,0.1,0.00019353646246361876,0.0,2,0.8824286128843323,1.0178204511832794,1.1521418074909318,1.0120216455834727,0.8854657625027921
0,0.1,0.00019353646246361876,0.07142857142857142,2,0.8824139159085321,1.0180556002455075,1.1512867785273595,1.011986088033331,0.8853785497453008
0,0.1,0.00019353646246361876,0.14285714285714285,2,0.882435899951018,1.0180544937632976,1.1509434296812104,1.011933433504605,0.8853589664734101
0,0.1,0.00019353646246361876,0.21428571428571427,2,0.8824213081803473,1.0180186374864397,1.151188740982102,1.0119360672790174,0.8853588384700135
0,0.1,0.00019353646246361876,0.2857142857142857,2,0.8823902528234681,1.0179614930386927,1.1515203175030084,1.011947350064022,0.8853524173806099
0,0.1,0.00019353646246361876,0.3571428571428571,2,0.8823499020255741,1.01788862161218,1.1518507430775393,1.0119671521818738,0.8853483799001302
0,0.1,0.00019353646246361876,0.42857142857142855,2,0.882300952250522,1.0178028181044816,1.152232661538009,1.011990313124152,0.8853348640589999
0,0.1,0.00019353646246361876,0.5,2,0.8822418802847197,1.017719147399092,1.1526597465915525,1.0120154053938262,0.8853200554542435
0,0.1,0.00019353646246361876,0.5714285714285714,2,0.8821741117137814,1.0176202773340672,1.1533376513992124,1.0120420950117577,0.8853061028874452
0,0.1,0.00019353646246361876,0.6428571428571428,2,0.8820994722536598,1.017522970707916,1.1540378278184982,1.012069066033434,0.8852900990468956
0,0.1,0.00019353646246361876,0.7142857142857142,2,0.8820173358532264,1.0174340547446934,1.1543783593990522,1.012095933857598,0.8852731485011213
0,0.1,0.00019353646246361876,0.7857142857142857,2,0.8819236469921166,1.0173577980671016,1.1546866085511311,1.0121247479905697,0.8852580381172467
0,0.1,0.00019353646246361876,0.8571428571428571,2,0.881832300611473,1.0172936121538565,1.1550778611869599,1.0121534421736453,0.8852510601408535
0,0.1,0.00019353646246361876,0.9285714285714285,2,0.8817516455295811,1.0172504967044114,1.1555144389932173,1.0121856188573966,0.8852358827543623
0,0.1,0.00019353646246361876,1.0,2,0.8816832596566452,1.0172206958106849,1.155583805001402,1.0122586874416157,0.8852350465173642
0,0.1,0.00020752280496356978,0.0,2,0.8824282299933448,1.0178310384026832,1.152123325732718,1.0120210905704705,0.88546407760684
0,0.1,0.00020752280496356978,0.07142857142857142,2,0.8824152479566899,1.0180608400286346,1.1512015881810085,1.0119782390895002,0.8853756895916659
0,0.1,0.00020752280496356978,0.14285714285714285,2,0.8824348950986945,1.0180548586932001,1.1509261329184015,1.011932173281286,0.885363012699176
0,0.1,0.00020752280496356978,0.21428571428571427,2,0.8824163873863186,1.0180111955903999,1.1512154447645175,1.011937621770681,0.8853556033142141
0,0.1,0.00020752280496356978,0.2857142857142857,2,0.88237943733605,1.0179440688550276,1.1515816534946435,1.0119518780411008,0.8853480407937115
0,0.1,0.00020752280496356978,0.3571428571428571,2,0.8823321677182466,1.017868440763275,1.1519920636432994,1.0119729513155333,0.8853401670223262
0,0.1,0.00020752280496356978,0.42857142857142855,2,0.8822733068962857,1.0177713212293102,1.1524319579676567,1.0119975324433121,0.8853317524434122
0,0.1,0.00020752280496356978,0.5,2,0.882204948102924,1.0176656799412072,1.1528968146443572,1.0120245565369004,0.8853201665788796
0,0.1,0.00020752280496356978,0.5714285714285714,2,0.8821271933379166,1.017559093473673,1.1533222216441914,1.0120538306991447,0.8853086481366572
0,0.1,0.00020752280496356978,0.6428571428571428,2,0.882041118943124,1.017458488014806,1.154208867106032,1.012085645483208,0.8852930091975618
0,0.1,0.00020752280496356978,0.7142857142857142,2,0.8819472592935684,1.0173710999130376,1.1546488864174185,1.0121179470920316,0.8852747195885109
0,0.1,0.00020752280496356978,0.7857142857142857,2,0.8818486065779052,1.0173090018940463,1.15499995828876,1.0121504495818219,0.8852528675414271
0,0.1,0.00020752280496356978,0.8571428571428571,2,0.8817538310494655,1.0172756189383818,1.1553937175480602,1.0121766988032725,0.8852379092859093
0,0.1,0.00020752280496356978,0.9285714285714285,2,0.8816613818908783,1.0172324493584308,1.1556780161071054,1.0122334932321095,0.8852427101404848
0,0.1,0.00020752280496356978,1.0,2,0.8816048965216049,1.017245268945228,1.1558333664082634,1.0122770942858341,0.885227750466136
0,0.1,0.00022251990158207716,0.0,2,0.8824278327254292,1.0178422997251864,1.152103729087455,1.0120204629443132,0.8854623253052258
0,0.1,0.00022251990158207716,0.07142857142857142,2,0.8824170559002302,1.0180667785184163,1.1511136187991893,1.011968999345637,0.8853729157709355
0,0.1,0.00022251990158207716,0.14285714285714285,2,0.8824354464428878,1.0180566083355413,1.1509875499707813,1.0119316810910737,0.8853638617595253
0,0.1,0.00022251990158207716,0.21428571428571427,2,0.8824104504842294,1.0180068412084557,1.1513245994799792,1.0119383086972464,0.8853552881021797
0,0.1,0.00022251990158207716,0.2857142857142857,2,0.8823672612303706,1.0179291246898305,1.151735646139849,1.0119539560753767,0.8853492855395472
0,0.1,0.00022251990158207716,0.3571428571428571,2,0.8823130651524547,1.0178352147541376,1.152194818640008,1.0119820064588236,0.885343739164287
0,0.1,0.00022251990158207716,0.42857142857142855,2,0.8822460666311219,1.017723870935876,1.1526527141931622,1.0120112103483405,0.8853260774521792
0,0.1,0.00022251990158207716,0.5,2,0.8821672307013751,1.017621023270964,1.1533067469844502,1.0120419907005334,0.8853100576973328
0,0.1,0.00022251990158207716,0.5714285714285714,2,0.8820779316149913,1.0175078693499424,1.1540548207007628,1.012074122024104,0.8852943065987494
