hsanum,year,race_total_pop,race_black_pop,hispanic_total_pop,hispanic_pop,median_hh_income,employment_pop,employment_unemployed_pop,education_pop,education_nohs_pop
3022,2015,2219390,147407,2219390,856338,4199594.0,1083772,92273,1389855,243868
3022,2016,2274899,152274,2274899,882958,4268232.0,1723291,82204,1431801,247147
3022,2017,2311613,155374,2311613,908372,4509428.0,1137711,74809,1464007,250459
3023,2014,8405,605,8405,4475,515523.0,54885,6084,97263,8910
3023,2015,133200,749,133200,17352,511965.0,54663,5221,98501,9433
3023,2016,134517,662,134517,17684,542159.0,113625,4551,100817,9231
3023,2017,136089,656,136089,18903,568530.0,54885,3583,101873,9640
3024,2014,2447,241,2447,1370,284447.0,12037,1319,19167,2450
3024,2015,31711,713,31711,11161,239815.0,12042,1244,19768,2632
3024,2016,31976,675,31976,11295,253717.0,24280,1270,20000,2560
3024,2017,32164,698,32164,11404,265490.0,12226,1040,20359,2450
3025,2014,11433,2616,11433,5379,1034347.0,138400,8888,199010,8006
3025,2015,265976,4655,265976,25340,1038090.0,140205,7614,203071,8353
3025,2016,273333,4525,273333,26211,1040759.0,232292,6986,209182,8391
3025,2017,279109,4248,279109,27564,1074614.0,145494,6497,215461,8375
3026,2014,7033,365,7033,2934,582362.0,25486,4910,41339,6419
3026,2015,64776,164,64776,6483,520434.0,25152,4854,42137,6638
3026,2016,64428,212,64428,6914,528536.0,49715,4471,42610,6452
3026,2017,65106,296,65106,6960,632124.0,25017,4089,43295,6195
3027,2014,3147,1033,3147,2227,260509.0,30037,2343,46355,3619
3027,2015,67414,3025,67414,17147,250853.0,29821,2350,46236,3490
3027,2016,66401,3112,66401,16687,246798.0,52679,2284,46192,3446
3027,2017,66004,2946,66004,16611,263197.0,29219,1955,46324,3626
3028,2014,1478,141,1478,823,287004.0,5255,438,9185,1345
3028,2015,13934,90,13934,3197,254300.0,5148,417,9272,1418
3028,2016,13591,69,13591,2997,361652.0,10408,419,9284,1208
3028,2017,13327,78,13327,2894,423282.0,4819,311,8875,1124
3029,2014,10502,3145,10502,6342,548953.0,104146,9677,209333,18890
3029,2015,274944,9224,274944,45425,551565.0,106167,9386,211833,18306
3029,2016,270512,9215,270512,44336,562722.0,230189,8073,209758,18248
3029,2017,268679,8626,268679,42323,583818.0,103294,7370,210379,17832
3032,2014,52515,12818,52515,39201,3321889.0,515015,54514,721380,92966
3032,2015,1099444,37113,1099444,410378,3236061.0,514300,50643,725804,93049
3032,2016,1104751,36498,1104751,415956,3388041.0,889367,46660,731328,92077
3032,2017,1107822,36080,1107822,422280,3525678.0,517604,42871,735781,89451
3033,2014,1813,205,1813,1290,163155.0,4997,430,11054,1659
3033,2015,13769,52,13769,2680,176539.0,5266,356,10817,1580
3033,2016,13790,30,13790,2827,177212.0,11985,179,10988,1660
3033,2017,14304,27,14304,2961,183690.0,5431,213,11320,1712
3034,2014,749,62,749,604,42998.0,3958,331,6262,1457
3034,2015,8902,84,8902,4209,41871.0,3620,313,6152,1299
3034,2016,8702,84,8702,4381,44541.0,6864,286,5877,1208
3034,2017,8239,108,8239,4414,42653.0,3088,249,5435,1098
3035,2014,1564,211,1564,765,185554.0,9996,1974,16251,3762
3035,2015,26139,563,26139,5653,185437.0,9763,1925,16294,3620
3035,2016,26614,678,26614,5466,234139.0,20073,1898,16681,3846
3035,2017,26352,561,26352,5464,194191.0,9814,1650,16385,3604
3037,2014,7913,1391,7913,6432,477840.0,85816,11096,125523,35531
3037,2015,205569,4313,205569,124894,412782.0,86607,10980,127010,36652
3037,2016,205796,4245,205796,126860,450212.0,157838,10559,127805,36163
3037,2017,206471,4299,206471,129282,451041.0,88197,9289,128941,36544
3038,2014,2637,139,2637,393,189033.0,8000,2577,14037,4111
3038,2015,27338,79,27338,466,190766.0,7849,2258,14221,4043
3038,2016,27798,75,27798,373,187944.0,19122,1962,14473,3990
3038,2017,26920,65,26920,439,183537.0,7156,1765,14398,3983
3040,2014,1768,65,1768,147,142861.0,3055,665,5296,1100
3040,2015,6192,0,6192,85,79014.0,1981,349,3502,754
3040,2016,6665,0,6665,83,75392.0,4687,266,3714,779
3040,2017,7019,14,7019,115,78586.0,2367,263,4027,716
3042,2014,1194,92,1194,316,86679.0,3405,1025,5395,1528
3042,2015,10512,57,10512,504,86398.0,3682,1350,5342,1610
3042,2016,10547,41,10547,598,97880.0,7115,1431,5326,1645
3042,2017,10609,0,10609,755,98536.0,4000,1384,5259,1591
3044,2014,2830,155,2830,520,202210.0,10300,1864,17240,4091
3044,2015,34066,76,34066,445,257080.0,11603,1976,19003,4257
3044,2016,33629,60,33629,358,264205.0,24105,1783,19036,4479
3044,2017,33218,54,33218,361,280735.0,11161,1537,19136,4423
3047,2014,1764,145,1764,999,124017.0,8213,705,13342,2754
3047,2015,19374,257,19374,6971,121538.0,8447,859,13263,2644
3047,2016,18935,189,18935,6956,114722.0,15264,751,13271,2673
3047,2017,18317,139,18317,7346,113435.0,7885,805,12945,2801
4001,2014,1741,1075,1741,585,137361.0,10510,1007,13223,1892
4001,2015,22561,5654,22561,1062,137921.0,10503,838,13100,1762
4001,2016,22970,5556,22970,1095,142739.0,19169,849,13484,1819
4001,2017,22715,5607,22715,1107,147733.0,10881,543,13570,1690
4002,2014,752,295,752,123,168407.0,4088,260,6844,964
4002,2015,9409,1967,9409,374,124769.0,3870,348,6754,998
4002,2016,9569,2013,9569,335,124292.0,7480,349,6707,874
4002,2017,9539,1860,9539,329,114143.0,3994,444,6816,1012
4003,2014,6163,568,6163,579,872168.0,21303,1865,32815,5908
4003,2015,48380,771,48380,2351,725386.0,21191,1592,33173,5657
4003,2016,48043,736,48043,2366,674074.0,38240,1555,32955,5324
4003,2017,48648,808,48648,2466,938310.0,21041,1385,33201,5221
4004,2014,4477,1609,4477,1083,391704.0,41515,2256,54855,5939
4004,2015,83383,5037,83383,2881,397761.0,42688,2033,56511,6192
4004,2016,83952,5303,83952,2838,415647.0,65693,1873,57153,5771
4004,2017,84158,5662,84158,3054,408409.0,43330,1780,57380,5453
4005,2014,2546,625,2546,1833,299769.0,39359,1932,55843,3946
4005,2015,84701,1655,84701,6051,309846.0,40800,1649,57733,3945
4005,2016,88883,1803,88883,6120,322329.0,68401,1330,60074,3869
4005,2017,92729,1979,92729,6869,336189.0,45306,1226,62591,3969
4006,2014,1822,85,1822,716,146915.0,9250,708,13013,2675
4006,2015,19876,39,19876,3671,152617.0,9165,666,13051,2885
4006,2016,20217,148,20217,3747,152771.0,15506,671,13296,2681
4006,2017,20496,186,20496,3616,160285.0,9190,581,13476,2356
4007,2014,1093,592,1093,411,202992.0,12648,1337,18129,3301
4007,2015,28687,10545,28687,923,202944.0,12832,1182,18075,3173
4007,2016,28045,10477,28045,920,213185.0,21193,1010,17728,2899
4007,2017,27270,10337,27270,950,211615.0,12496,1099,17113,2506
4008,2014,615,130,615,121,34943.0,3875,348,6096,936
4008,2015,9038,143,9038,314,35722.0,3775,325,6014,918
4008,2016,8875,153,8875,319,35837.0,7147,310,6028,934
4008,2017,8543,24,8543,456,37922.0,3452,251,5826,940
4010,2014,1992,181,1992,281,406092.0,2806,276,6210,1205
4010,2015,7906,160,7906,242,226597.0,2795,263,5971,1090
4010,2016,8761,158,8761,251,336246.0,7371,250,6468,1091
4010,2017,8324,241,8324,270,259979.0,2981,215,6258,1149
4011,2014,1659,972,1659,189,132376.0,11267,1208,17576,2591
4011,2015,24817,9984,24817,609,125233.0,11241,935,17165,2452
4011,2016,24697,10059,24697,633,124027.0,19748,920,17159,2466
4011,2017,24462,9964,24462,650,131769.0,10250,817,16929,2555
4012,2014,1358,45,1358,120,127717.0,5024,461,9438,1729
4012,2015,9815,0,9815,243,93578.0,3626,356,7248,1084
4012,2016,10074,0,10074,241,94219.0,8468,335,7522,971
4012,2017,9924,0,9924,136,98880.0,3448,310,7537,1062
4013,2014,2236,238,2236,599,258405.0,10701,762,16244,3590
4013,2015,24949,497,24949,3470,245698.0,10693,668,16358,3439
4013,2016,25071,460,25071,3474,246329.0,19599,608,16466,3501
4013,2017,25159,472,25159,3589,257877.0,10500,469,16491,3471
4015,2014,5301,1634,5301,1644,471628.0,59035,4000,68750,6756
4015,2015,114571,13148,114571,4738,394000.0,59321,3914,69050,6153
4015,2016,115918,13120,115918,4686,308605.0,91489,3438,70080,6029
4015,2017,118186,13504,118186,4852,519537.0,59227,2982,71664,6076
4017,2014,1073,714,1073,427,98781.0,8478,1000,13271,1956
4017,2015,19316,4485,19316,988,103109.0,8154,929,13294,1976
4017,2016,19308,4532,19308,1030,105928.0,15344,788,13231,2086
4017,2017,19009,4287,19009,1040,102504.0,8036,758,12979,2186
4018,2014,2063,164,2063,759,373575.0,4427,371,7581,2054
4018,2015,11382,125,11382,1906,229326.0,4597,413,7686,1922
4018,2016,11452,121,11452,2017,268904.0,8914,369,7836,1760
4018,2017,11611,156,11611,2064,276912.0,4686,286,8063,1659
4019,2014,914,136,914,418,106753.0,5680,467,8541,1957
4019,2015,11925,497,11925,2251,63031.0,5220,393,7988,1827
4019,2016,11781,491,11781,2211,65112.0,9276,311,7791,1642
4019,2017,11376,390,11376,2229,66757.0,5146,322,7525,1609
4020,2014,2124,400,2124,896,287673.0,9360,1073,12774,3899
4020,2015,20687,900,20687,6390,289235.0,9348,829,12825,3785
4020,2016,20911,956,20911,6380,289860.0,15625,644,12985,3764
4020,2017,21148,943,21148,6409,282370.0,9276,590,13067,3544
4021,2014,654,302,654,222,192876.0,3083,260,4600,966
4021,2015,6650,949,6650,194,158440.0,3148,275,4776,979
4021,2016,6784,1005,6784,238,167963.0,5405,261,4738,916
4021,2017,6721,1138,6721,271,123763.0,3050,246,4654,841
4023,2014,1123,602,1123,311,150177.0,3780,380,5871,1488
4023,2015,7061,3792,7061,230,103379.0,2939,420,4800,1230
4023,2016,6819,3698,6819,290,108085.0,5307,322,4478,1209
4023,2017,6998,3439,6998,399,111588.0,2942,351,4631,1192
4024,2014,3037,1743,3037,249,423075.0,20475,2103,31457,5403
4024,2015,44993,14366,44993,1510,391432.0,20181,1903,31117,5214
4024,2016,44564,14299,44564,1516,417804.0,35163,1681,30690,4958
4024,2017,44399,14210,44399,1582,388308.0,19067,1562,30583,4875
4025,2014,1005,155,1005,128,76693.0,3554,283,6944,669
4025,2015,8466,117,8466,280,75128.0,3365,168,6813,490
4025,2016,8183,170,8183,278,82882.0,7263,139,6675,584
4025,2017,8151,186,8151,487,77269.0,3234,99,6671,560
4026,2014,8795,1518,8795,3296,650140.0,70637,4561,81106,9080
4026,2015,138494,5307,138494,8141,635882.0,72444,4283,83805,9068
4026,2016,140277,5388,140277,8355,718351.0,113716,3454,84652,8614
4026,2017,142186,5853,142186,8542,731734.0,72788,3470,85736,8256
4027,2014,843,570,843,108,138166.0,3719,338,5536,954
4027,2015,8522,3345,8522,117,149901.0,3667,371,5652,975
4027,2016,8309,3241,8309,137,153305.0,6578,306,5577,947
4027,2017,7902,3043,7902,127,145915.0,3150,131,5301,889
4028,2014,1854,1460,1854,494,296147.0,12059,1687,21911,5348
4028,2015,31844,17029,31844,1117,267162.0,11620,1492,21883,5092
4028,2016,31748,17310,31748,1244,286164.0,25478,1360,21893,5246
4028,2017,31565,17739,31565,795,279832.0,11027,1213,21912,5032
4029,2014,19359,3220,19359,5092,1791398.0,114911,9216,167919,29157
4029,2015,255064,10139,255064,22611,1712937.0,113511,8293,168726,29093
4029,2016,254943,10755,254943,23517,1831519.0,199148,7439,169484,28917
4029,2017,255328,11208,255328,24077,1809055.0,113565,7172,170507,28566
4030,2014,2607,238,2607,1074,277483.0,7213,476,10438,2507
4030,2015,17081,335,17081,3359,266263.0,7496,488,10429,2715
4030,2016,17240,403,17240,3095,222574.0,12527,390,10586,2450
4030,2017,17497,371,17497,2968,233670.0,7566,379,10760,2400
4031,2014,5160,284,5160,572,792241.0,22771,1739,36691,5966
4031,2015,51305,154,51305,1097,715942.0,22701,1644,36343,5388
4031,2016,50827,163,50827,1066,760114.0,41182,1647,36212,5639
4031,2017,50681,159,50681,1200,879742.0,22407,1225,35946,5550
4032,2014,1243,106,1243,225,195499.0,6384,732,10819,1484
4032,2015,14659,90,14659,363,148393.0,6437,612,10701,1418
4032,2016,14568,87,14568,377,125821.0,12060,486,10666,1730
4032,2017,14516,94,14516,500,116495.0,6183,254,10748,1665
4033,2014,2846,2269,2846,342,287192.0,8906,1628,13273,3401
4033,2015,20570,12782,20570,321,298893.0,8502,1588,13032,3316
4033,2016,20112,12688,20112,332,271271.0,15320,1468,12760,3107
4033,2017,19775,12579,19775,338,232279.0,8040,1305,12634,3120
4034,2014,2041,1338,2041,280,251186.0,10373,1046,14908,2895
4034,2015,23100,6901,23100,2646,259460.0,9881,789,14965,3187
4034,2016,23186,7199,23186,2643,272000.0,17720,826,15292,3291
4034,2017,23277,6774,23277,2379,279814.0,10073,678,15271,3057
4035,2014,9804,1393,9804,2180,740369.0,53778,5339,90236,12230
4035,2015,124085,8325,124085,6193,760812.0,53988,4912,90014,11316
4035,2016,124043,8176,124043,6323,792436.0,102187,4768,90396,11050
4035,2017,125120,8209,125120,6556,724118.0,53727,4486,91586,11321
4038,2014,3861,1302,3861,1382,204885.0,46623,2897,58519,6959
4038,2015,93510,11484,93510,4373,206466.0,45762,2505,59308,7344
4038,2016,93503,12486,93503,4208,213923.0,71425,2495,59844,6539
4038,2017,93622,12588,93622,5022,222120.0,45654,2297,60171,6146
4039,2014,10926,2266,10926,2480,1186429.0,69999,6186,97183,16415
4039,2015,151431,16057,151431,5915,1167236.0,69743,5564,97948,15323
4039,2016,153398,15778,153398,6051,1301490.0,120255,4765,99789,15142
4039,2017,154930,15455,154930,6480,1365227.0,72427,4575,100982,14498
4040,2014,1297,900,1297,475,175687.0,4237,513,7346,1546
4040,2015,10508,5031,10508,644,164401.0,4210,480,7082,1374
4040,2016,10119,4879,10119,587,173500.0,8020,445,6932,1327
4040,2017,9971,4831,9971,568,171367.0,3972,449,6916,1407
4041,2014,26715,14169,26715,6803,2127616.0,174749,14659,236864,27753
4041,2015,349856,100493,349856,17510,2071454.0,173495,13181,238388,27340
4041,2016,351991,100781,351991,18492,2116444.0,279586,11078,240175,26463
4041,2017,353666,100763,353666,18627,2156942.0,173438,9398,241441,25443
4042,2014,2285,1402,2285,290,196131.0,12299,1183,16469,2657
4042,2015,26605,10200,26605,652,186358.0,12615,1187,16492,2654
4042,2016,26181,9964,26181,627,189929.0,21318,1057,16520,2505
4042,2017,25744,9851,25744,652,192831.0,11569,1051,16285,2535
4043,2014,1659,295,1659,281,191012.0,13387,877,20473,3199
4043,2015,29550,4261,29550,989,184751.0,12708,825,20596,3163
4043,2016,29454,4043,29454,955,193145.0,23703,798,20530,2997
4043,2017,29298,3854,29298,1171,203708.0,12378,806,20402,2948
4045,2014,559,532,559,222,101808.0,3324,623,5679,1192
4045,2015,10059,4694,10059,489,142943.0,3968,700,6564,1359
4045,2016,10123,4691,10123,482,126896.0,7957,517,6688,1404
4045,2017,9914,4990,9914,416,122838.0,3773,395,6644,1251
4046,2014,1326,93,1326,281,188810.0,8245,671,14166,1979
4046,2015,18958,42,18958,481,128152.0,7515,731,13376,1827
4046,2016,19618,26,19618,502,154728.0,15653,696,13852,2030
4046,2017,19467,62,19467,573,221831.0,7560,705,13804,1865
4047,2014,674,474,674,48,74155.0,8037,1187,10869,1831
4047,2015,17327,4997,17327,446,78616.0,7988,1177,10727,1823
4047,2016,17098,4930,17098,462,75784.0,13864,1043,10563,1901
4047,2017,17058,4843,17058,508,77923.0,7742,723,10619,1724
4048,2014,2305,508,2305,328,307783.0,8110,732,12397,1804
4048,2015,18869,2506,18869,834,310256.0,8233,671,12971,2044
4048,2016,18836,2431,18836,810,337448.0,14978,622,13121,1952
4048,2017,18912,2262,18912,798,313123.0,8304,581,13203,1976
4049,2014,8262,438,8262,731,903490.0,25185,2440,48710,6720
4049,2015,63300,193,63300,1267,856270.0,24790,2182,48070,6453
4049,2016,64565,165,64565,1284,905229.0,53973,1786,49106,6632
4049,2017,64180,136,64180,1279,849365.0,25015,1573,48922,6618
4050,2014,1581,85,1581,151,167146.0,4500,274,8412,1725
4050,2015,11577,5,11577,213,171644.0,4353,305,8416,1822
4050,2016,11522,10,11522,213,175441.0,9509,365,8485,2067
4050,2017,11658,10,11658,227,167182.0,4445,362,8563,2091
4051,2014,781,160,781,206,117874.0,2177,134,3595,638
4051,2015,5164,310,5164,185,136750.0,2214,122,3586,604
4051,2016,5304,287,5304,193,132249.0,4191,111,3650,584
4051,2017,5164,236,5164,245,137250.0,2178,106,3547,556
4052,2014,1927,661,1927,425,256034.0,7586,678,11125,2371
4052,2015,16504,3365,16504,1433,231317.0,7484,592,11214,2380
4052,2016,16293,3175,16293,1538,257782.0,12730,472,11102,2176
4052,2017,16498,3367,16498,2002,259901.0,7232,379,10980,1979
4053,2014,1998,321,1998,280,245853.0,7265,577,14473,3378
4053,2015,20184,3056,20184,507,255336.0,7048,541,14340,3284
4053,2016,19981,3023,19981,475,244812.0,16457,507,14327,3348
4053,2017,19818,2915,19818,498,258648.0,7086,518,14152,3145
4054,2014,5134,3950,5134,2465,220860.0,51515,4012,69541,7411
4054,2015,103230,35222,103230,6601,214917.0,51102,3948,69046,7713
4054,2016,103752,35500,103752,6423,217737.0,80505,3602,69164,7553
4054,2017,103750,36739,103750,6090,226007.0,51112,3885,69773,7803
4055,2014,1361,800,1361,504,364483.0,5990,1195,8667,2233
4055,2015,13679,5347,13679,706,345306.0,5658,1038,8372,2073
4055,2016,13327,5307,13327,729,335941.0,10082,915,8151,1981
4055,2017,13082,5390,13082,681,325651.0,5641,920,8376,1949
4056,2014,950,114,950,117,68316.0,5069,574,8064,1583
4056,2015,12259,150,12259,403,108125.0,5352,629,8716,1698
4056,2016,12009,123,12009,255,106875.0,9926,500,8439,1697
4056,2017,11873,129,11873,401,105554.0,4722,363,8488,1695
4057,2014,2218,208,2218,434,289073.0,21368,2065,31563,5363
4057,2015,47624,398,47624,1253,310941.0,21066,1949,31576,5250
4057,2016,47976,411,47976,1357,308991.0,37585,1821,31930,5047
4057,2017,48980,461,48980,1357,297153.0,22165,1635,32661,4807
4059,2014,520,60,520,133,157268.0,2764,412,4045,890
4059,2015,6004,19,6004,201,162721.0,2880,338,4106,872
4059,2016,6000,22,6000,118,116003.0,4930,274,4293,867
4059,2017,5884,29,5884,119,117323.0,2919,165,4270,838
4060,2014,5499,3878,5499,995,437092.0,38314,5129,61065,10492
4060,2015,91228,46120,91228,1921,448269.0,37267,4370,61543,9901
4060,2016,88890,45513,88890,1868,383608.0,71240,3507,60111,9924
4060,2017,88762,45191,88762,1909,477926.0,34895,3425,60874,9283
4061,2014,1494,112,1494,128,209297.0,6526,403,11055,1863
4061,2015,16306,100,16306,317,233640.0,6536,340,11454,1913
4061,2016,15532,170,15532,268,204705.0,12281,262,10827,1674
4061,2017,15702,165,15702,264,183186.0,6136,220,10832,1796
4062,2014,411,279,411,146,41827.0,2433,347,4032,779
4062,2015,5635,1762,5635,424,44019.0,2148,267,4020,673
4062,2016,5341,1872,5341,165,55628.0,4172,159,3772,562
4062,2017,4883,1797,4883,31,67358.0,1734,58,3384,378
4063,2014,5050,492,5050,3178,243309.0,44733,2530,57211,10659
4063,2015,91756,1226,91756,20883,241702.0,45167,2157,58940,10178
4063,2016,93258,1156,93258,22406,246455.0,70824,1793,60376,10211
4063,2017,94422,1350,94422,22741,255413.0,47201,1650,61224,10082
4064,2014,4337,531,4337,1480,290411.0,30587,2312,39853,6860
4064,2015,64059,1989,64059,4919,322072.0,30227,2303,40305,6936
4064,2016,64430,1888,64430,5175,329224.0,51226,2140,40460,6676
4064,2017,64495,1864,64495,5396,331370.0,29756,2199,40686,6425
4065,2014,1059,54,1059,86,131427.0,2560,234,3899,634
4065,2015,5851,12,5851,141,128262.0,2787,220,4211,714
4065,2016,5664,9,5664,158,138628.0,4604,223,4037,651
4065,2017,5101,10,5101,158,86858.0,2286,154,3770,528
4066,2014,8545,1843,8545,2099,837218.0,42232,3195,61872,11315
4066,2015,96898,5687,96898,3518,924398.0,42607,3224,62946,10837
4066,2016,96883,5447,96883,3495,954381.0,76867,2874,63284,10330
4066,2017,95002,5405,95002,3369,921274.0,41823,2711,62638,9819
4067,2014,2790,302,2790,1162,260792.0,20339,1314,28568,5130
4067,2015,45714,410,45714,5498,263143.0,20743,1293,28858,5431
4067,2016,45745,371,45745,5127,265837.0,35226,1061,28994,5277
4067,2017,46552,468,46552,6079,268124.0,21329,961,29667,5600
4068,2014,5658,931,5658,3194,412142.0,56774,4085,70882,17204
4068,2015,117641,2248,117641,32204,311578.0,56419,3354,71335,16860
4068,2016,120323,2658,120323,33013,372318.0,86970,2947,73256,16806
4068,2017,123062,2407,123062,33967,396557.0,59446,2729,75589,17494
4069,2014,1904,1209,1904,295,522552.0,9876,973,14683,2727
4069,2015,19688,6844,19688,515,344808.0,8830,819,13484,2550
4069,2016,20199,6989,20199,499,452525.0,16256,921,13865,2534
4069,2017,18701,6535,18701,461,298204.0,8701,760,12981,2474
4070,2014,2477,941,2477,249,207411.0,21789,2156,31632,5219
4070,2015,47177,12225,47177,1335,207653.0,21795,2232,31820,5010
4070,2016,47023,12318,47023,1296,210708.0,36943,1953,31739,4838
4070,2017,47114,12069,47114,1369,234998.0,21287,1684,31955,4931
4072,2014,742,80,742,173,143763.0,3887,371,5852,1545
4072,2015,8643,18,8643,726,124505.0,3681,423,5765,1438
4072,2016,8405,14,8405,669,127858.0,6572,452,5639,1416
4072,2017,8320,22,8320,664,128341.0,3531,353,5576,1281
4074,2014,1166,624,1166,468,228920.0,5229,380,8362,1619
4074,2015,12178,3284,12178,1615,158484.0,5050,440,8280,1614
4074,2016,12096,3304,12096,1618,171219.0,9556,502,8241,1577
4074,2017,12043,3312,12043,1668,182834.0,5086,434,8200,1458
